epoch,loss,val_loss
0,94.47123071657005,51.95664261326645
1,62.528104096721535,44.491631710168086
2,58.23677941360654,42.78302129109701
3,55.5426747364919,43.03441770149
4,53.114242323746915,41.73570800550056
5,51.105244519299085,41.621160276008375
6,48.60830644061943,41.451934930050015
7,46.42216683786812,42.45370408260461
