epoch,loss,val_loss
0,0.4507162498561203,0.2785451791503213
1,0.3441707387073384,0.2513368305834857
2,0.32270378575398284,0.23967158433162805
3,0.30791878465994593,0.23416446104194177
4,0.29286073910922306,0.23909061898787817
5,0.2790496294203943,0.23323522688764514
6,0.2647865326551117,0.23481475268349503
7,0.250632418605805,0.2451784461736679
